RoundNumber,NegotiationTime,Agent1Utility,Agent2Utility,NumIterations,Agent1Items,Agent2Items,Items,InitialProposal,Agent1UsesOpenAI,Agent2UsesOpenAI,Agent1Model,Agent2Model,Agent1Type,Agent2Type,DNF
NumTasks,4
Agent1Model,llama3.3:70b-instruct-q4_K_M
Agent2Model,llama3.3:70b-instruct-q4_K_M
1,0:01:38,1.8,1.8,7,"[Puzzle (0.9, 0.5), Painting (0.9, 0.2)]","[Chess (0.2, 0.9), Piano (0.3, 0.9)]","[Chess (0.2, 0.9), Puzzle (0.9, 0.5), Piano (0.3, 0.9), Painting (0.9, 0.2)]",,False,False,llama3.3:70b-instruct-q4_K_M,llama3.3:70b-instruct-q4_K_M,default,default
2,0:01:37,1.0,1.5,6,"[Piano (1.0, 0.9)]","[Painting (0.2, 0.9), Chess (0.2, 0.1), Puzzle (0.0, 0.5)]","[Chess (0.2, 0.1), Puzzle (0.0, 0.5), Piano (1.0, 0.9), Painting (0.2, 0.9)]",,False,False,llama3.3:70b-instruct-q4_K_M,llama3.3:70b-instruct-q4_K_M,default,default
3,0:02:48,0.2,1.7,10,"[Piano (0.2, 0.7)]","[Puzzle (0.9, 0.7), Chess (0.8, 0.5), Painting (0.9, 0.5)]","[Chess (0.8, 0.5), Puzzle (0.9, 0.7), Piano (0.2, 0.7), Painting (0.9, 0.5)]",,False,False,llama3.3:70b-instruct-q4_K_M,llama3.3:70b-instruct-q4_K_M,default,default
4,0:02:47,0.5,0.4,9,"[Chess (0.0, 0.7), Puzzle (0.5, 0.9), Piano (0.0, 0.8)]","[Painting (0.4, 0.4)]","[Chess (0.0, 0.7), Puzzle (0.5, 0.9), Piano (0.0, 0.8), Painting (0.4, 0.4)]",,False,False,llama3.3:70b-instruct-q4_K_M,llama3.3:70b-instruct-q4_K_M,default,default
5,0:02:15,2.3000000000000003,0.5,9,"[Chess (0.8, 0.3), Puzzle (0.9, 0.2), Piano (0.6, 0.2)]","[Painting (0.6, 0.5)]","[Chess (0.8, 0.3), Puzzle (0.9, 0.2), Piano (0.6, 0.2), Painting (0.6, 0.5)]",,False,False,llama3.3:70b-instruct-q4_K_M,llama3.3:70b-instruct-q4_K_M,default,default
6,0:01:58,0.8999999999999999,0.5,6,"[Chess (0.3, 0.6), Piano (0.6, 0.6)]","[Puzzle (0.0, 0.5), Painting (0.4, 0.0)]","[Chess (0.3, 0.6), Puzzle (0.0, 0.5), Piano (0.6, 0.6), Painting (0.4, 0.0)]",,False,False,llama3.3:70b-instruct-q4_K_M,llama3.3:70b-instruct-q4_K_M,default,default
7,0:01:34,1.4,1.6,6,"[Piano (0.4, 0.5), Painting (1.0, 0.8)]","[Chess (0.4, 0.8), Puzzle (0.8, 0.8)]","[Chess (0.4, 0.8), Puzzle (0.8, 0.8), Piano (0.4, 0.5), Painting (1.0, 0.8)]",,False,False,llama3.3:70b-instruct-q4_K_M,llama3.3:70b-instruct-q4_K_M,default,default
8,0:01:35,1.1,1.7,6,"[Chess (0.9, 0.1), Puzzle (0.2, 0.1)]","[Painting (0.9, 1.0), Piano (0.5, 0.7)]","[Chess (0.9, 0.1), Puzzle (0.2, 0.1), Piano (0.5, 0.7), Painting (0.9, 1.0)]",,False,False,llama3.3:70b-instruct-q4_K_M,llama3.3:70b-instruct-q4_K_M,default,default
9,0:02:09,1.3,1.2,8,"[Chess (0.9, 0.5), Puzzle (0.4, 0.1)]","[Piano (0.2, 0.6), Painting (0.0, 0.6)]","[Chess (0.9, 0.5), Puzzle (0.4, 0.1), Piano (0.2, 0.6), Painting (0.0, 0.6)]",,False,False,llama3.3:70b-instruct-q4_K_M,llama3.3:70b-instruct-q4_K_M,default,default
10,0:01:22,1.8,1.6,5,"[Chess (0.9, 0.1), Puzzle (0.9, 0.4)]","[Piano (0.3, 0.8), Painting (0.2, 0.8)]","[Chess (0.9, 0.1), Puzzle (0.9, 0.4), Piano (0.3, 0.8), Painting (0.2, 0.8)]",,False,False,llama3.3:70b-instruct-q4_K_M,llama3.3:70b-instruct-q4_K_M,default,default
11,0:02:11,0.5,1.4,8,"[Piano (0.5, 0.6)]","[Chess (0.0, 0.6), Puzzle (0.2, 0.7), Painting (0.4, 0.1)]","[Chess (0.0, 0.6), Puzzle (0.2, 0.7), Piano (0.5, 0.6), Painting (0.4, 0.1)]",,False,False,llama3.3:70b-instruct-q4_K_M,llama3.3:70b-instruct-q4_K_M,default,default
12,0:02:11,1.6,1.3,8,"[Piano (0.8, 0.6), Painting (0.8, 0.0)]","[Chess (0.2, 0.8), Puzzle (0.7, 0.5)]","[Chess (0.2, 0.8), Puzzle (0.7, 0.5), Piano (0.8, 0.6), Painting (0.8, 0.0)]",,False,False,llama3.3:70b-instruct-q4_K_M,llama3.3:70b-instruct-q4_K_M,default,default
13,0:02:08,1.7000000000000002,1.9,8,"[Puzzle (0.9, 0.3), Painting (0.8, 0.4)]","[Chess (0.3, 0.9), Piano (0.8, 1.0)]","[Chess (0.3, 0.9), Puzzle (0.9, 0.3), Piano (0.8, 1.0), Painting (0.8, 0.4)]",,False,False,llama3.3:70b-instruct-q4_K_M,llama3.3:70b-instruct-q4_K_M,default,default
14,0:01:48,1.0,1.6,7,"[Painting (1.0, 1.0)]","[Chess (0.3, 1.0), Puzzle (0.1, 0.3), Piano (0.1, 0.3)]","[Chess (0.3, 1.0), Puzzle (0.1, 0.3), Piano (0.1, 0.3), Painting (1.0, 1.0)]",,False,False,llama3.3:70b-instruct-q4_K_M,llama3.3:70b-instruct-q4_K_M,default,default
15,0:02:10,1.5,0.3,8,"[Painting (0.7, 0.3), Puzzle (0.8, 0.9)]","[Chess (0.0, 0.0), Piano (0.1, 0.3)]","[Chess (0.0, 0.0), Puzzle (0.8, 0.9), Piano (0.1, 0.3), Painting (0.7, 0.3)]",,False,False,llama3.3:70b-instruct-q4_K_M,llama3.3:70b-instruct-q4_K_M,default,default
16,0:02:04,0.6,1.2999999999999998,7,"[Painting (0.6, 0.7)]","[Chess (0.2, 0.7), Piano (0.1, 0.2), Puzzle (0.4, 0.4)]","[Chess (0.2, 0.7), Puzzle (0.4, 0.4), Piano (0.1, 0.2), Painting (0.6, 0.7)]",,False,False,llama3.3:70b-instruct-q4_K_M,llama3.3:70b-instruct-q4_K_M,default,default
17,0:03:21,0.7,1.8,11,"[Piano (0.7, 0.1)]","[Puzzle (0.5, 0.9), Painting (0.5, 0.4), Chess (0.2, 0.5)]","[Chess (0.2, 0.5), Puzzle (0.5, 0.9), Piano (0.7, 0.1), Painting (0.5, 0.4)]",,False,False,llama3.3:70b-instruct-q4_K_M,llama3.3:70b-instruct-q4_K_M,default,default
18,0:01:50,0.9,1.8,7,"[Chess (0.4, 0.3), Painting (0.5, 0.5)]","[Puzzle (0.9, 0.9), Piano (1.0, 0.9)]","[Chess (0.4, 0.3), Puzzle (0.9, 0.9), Piano (1.0, 0.9), Painting (0.5, 0.5)]",,False,False,llama3.3:70b-instruct-q4_K_M,llama3.3:70b-instruct-q4_K_M,default,default
19,0:01:32,1.4,1.2000000000000002,6,"[Painting (0.8, 0.7), Puzzle (0.6, 0.7)]","[Piano (0.6, 0.8), Chess (0.1, 0.4)]","[Chess (0.1, 0.4), Puzzle (0.6, 0.7), Piano (0.6, 0.8), Painting (0.8, 0.7)]",,False,False,llama3.3:70b-instruct-q4_K_M,llama3.3:70b-instruct-q4_K_M,default,default
